Date,Town,State/Province,Latitude,Longitude,Number,Image,S.No
2020-09-07,Huntersville,NC,35.4,-80.8,3.0,,5914.0
2020-09-07,Spanish Fork,UT,40.1,-111.6,3.0,,5913.0
2020-09-07,Grey Highlands,ON,44.3,-80.5,1.0,,5912.0
2020-09-07,Jenks,OK,36.0,-96.0,1.0,,5911.0
2020-09-07,Columbus,OH,40.0,-83.0,1.0,,5910.0
2020-09-07,Pittsburg,IL,37.8,-88.8,7.0,,5909.0
2020-09-07,Village of Kohler,WI,43.7,-87.8,8.0,,5908.0
2020-09-07,Sudbury,MA,42.4,-71.4,2.0,,5907.0
2020-09-07,Deep River,CT,41.4,-72.4,1.0,,5905.0
2020-09-07,Harrisburg,PA,40.3,-76.9,1.0,,5904.0
2020-09-07,Elizabethtown,PA,40.2,-76.6,1.0,,5903.0
2020-09-07,Beverly,WV,38.7,-79.9,1.0,,5902.0
2020-09-07,South China,ME,44.5,-69.5,1.0,,5901.0
2020-09-07,Bethesda,MD,39.0,-77.1,1.0,,5900.0
2020-09-07,Granbury,TX,32.4,-97.7,1.0,,5899.0
2020-09-07,Marblehead,OH,41.5,-82.7,2.0,,5898.0
2020-09-07,Laval,QC,45.6,-73.7,1.0,,5897.0
2020-09-07,Ponca City,OK,36.7,-97.0,3.0,,5896.0
2020-09-07,Bedford,NH,42.9,-71.5,4.0,,5895.0
2020-09-07,Saint Paul,MN,45.0,-92.9,1.0,,5894.0
2020-09-07,Kansas City,MO,39.2,-94.5,1.0,,5893.0
2020-09-07,Pueblo,CO,38.3,-104.6,14.0,,5891.0
2020-09-07,Owasso,OK,36.3,-95.8,1.0,,5859.0
2020-09-07,Oklahoma City,OK,35.5,-97.5,1.0,,5866.0
2020-09-07,Bloomsburg,PA,41.0,-76.4,1.0,,5857.0
2020-09-07,Carthage,MO,37.2,-94.3,1.0,,5823.0
2020-09-07,Defuniak Springs,FL,30.8,-86.1,1.0,,5822.0
2020-09-07,Wake Forest,NC,36.0,-78.5,2.0,,5821.0
2020-09-07,Brick,NJ,40.1,-74.1,1.0,,5820.0
2020-09-07,Fredericksburg,VA,38.3,-77.5,2.0,,5819.0
2020-09-07,Nedrow,NY,42.9,-76.2,1.0,,5818.0
2020-09-07,Pittsfield,MA,42.4,-73.3,1.0,,5817.0
2020-09-07,Fredericksburg,VA,38.3,-77.5,1.0,,5816.0
2020-09-07,Saint Paul,MN,44.9,-93.1,1.0,,5815.0
2020-09-07,Marble Falls,TX,30.6,-98.4,1.0,,5814.0
2020-09-07,Northern Bruce Peninsula,ON,45.3,-81.7,5.0,,5813.0
2020-09-07,Gibbstown,NJ,39.8,-75.3,1.0,,5812.0
2020-09-07,Anderson,IN,40.1,-85.7,9.0,,5811.0
2020-09-07,Cape Charles,VA,37.3,-76.0,1.0,,5824.0
2020-09-07,Broken Arrow,OK,36.0,-95.8,2.0,,5810.0
2020-09-07,Richardson,TX,32.9,-96.7,1.0,,5808.0
2020-09-07,Oak Island,NC,33.9,-78.1,2.0,,5807.0
2020-09-07,Augusta,ME,44.3,-69.8,2.0,,5925.0
2020-09-07,Sudbury,MA,42.4,-71.4,2.0,,5926.0
2020-09-07,Aurora,OH,41.3,-81.4,1.0,,5927.0
2020-09-07,Antioch,IL,42.5,-88.1,4.0,,5928.0
2020-09-07,Charlotte,NC,35.2,-80.8,2.0,,5929.0
2020-09-07,Macedonia,OH,41.3,-81.5,1.0,,5930.0
2020-09-07,Angier,NC,35.5,-78.7,1.0,,5931.0
2020-09-07,Pueblo,CO,38.3,-104.6,14.0,,5932.0
2020-09-07,Pryor,OK,36.3,-95.3,2.0,,5933.0
2020-09-07,Memphis,TN,35.1,-89.8,2.0,,5934.0
2020-09-07,Tulsa,OK,36.1,-95.9,1.0,,5922.0
2020-09-07,Fredericksburg,VA,38.3,-77.5,1.0,,5809.0
2020-09-07,Linwood,MI,43.7,-84.0,20.0,,5825.0
2020-09-07,Kawartha Lakes,ON,44.4,-78.7,3.0,,5826.0
2020-09-07,Tiny,ON,44.9,-79.9,2.0,,5827.0
2020-09-07,Manheim,PA,40.2,-76.4,1.0,,5856.0
2020-09-07,Sutton,MA,42.1,-71.8,2.0,,5855.0
2020-09-07,Pittsford,NY,43.1,-77.5,2.0,,5854.0
2020-09-07,Pittsford,NY,43.1,-77.5,2.0,,5853.0
2020-09-07,Morgantown,WV,39.6,-80.0,8.0,,5852.0
2020-09-07,East Hampstead,NH,42.9,-71.1,2.0,,5851.0
2020-09-07,Fredericksburg,VA,38.3,-77.5,1.0,,5850.0
2020-09-07,Newport News,VA,37.1,-76.5,1.0,,5849.0
2020-09-07,Tulsa,OK,36.2,-95.9,2.0,,5848.0
2020-09-07,Davis,CA,38.6,-121.7,1.0,,5847.0
2020-09-07,Toronto,ON,43.6,-79.4,20.0,,5846.0
2020-09-07,Springdale,AR,36.1,-94.1,2.0,,5845.0
2020-09-07,Winter Harbor,ME,44.4,-68.1,1.0,,5844.0
2020-09-07,Bixby,OK,35.9,-95.9,1.0,,5843.0
2020-09-07,Sudbury,MA,42.4,-71.4,2.0,,5842.0
2020-09-07,Chicago,IL,42.0,-87.7,1.0,,5841.0
2020-09-07,Sarnia,ON,43.0,-82.4,4.0,,5840.0
2020-09-07,Fredericksburg,VA,38.3,-77.5,2.0,,5839.0
2020-09-07,Wynnewood,PA,40.0,-75.3,1.0,,5838.0
2020-09-07,Staatsburg,NY,41.8,-73.9,1.0,,5837.0
2020-09-07,Guernsey,WY,42.3,-104.7,5.0,,5836.0
2020-09-07,Staatsburg,NY,41.8,-73.9,1.0,,5835.0
2020-09-07,Kansas City,MO,39.0,-94.5,1.0,,5834.0
2020-09-07,Port Saint Lucie,FL,27.3,-80.4,5.0,,5833.0
2020-09-07,Henrico,VA,37.5,-77.3,1.0,,5832.0
2020-09-07,West Roxbury,MA,42.3,-71.2,3.0,,5831.0
2020-09-07,Glenolden,PA,39.9,-75.3,2.0,,5830.0
2020-09-07,Fredericksburg,VA,38.3,-77.5,1.0,,5829.0
2020-09-07,South Windsor,CT,41.8,-72.5,3.0,,5828.0
2020-09-07,Nedrow,NY,42.9,-76.2,1.0,,5858.0
2020-09-07,Ruthven,IA,43.1,-95.0,3.0,,5923.0
2020-09-08,Winter Harbor,ME,44.4,-68.0,1.0,,5797.0
2020-09-08,Montpelier,VT,44.3,-72.6,7.0,,5806.0
2020-09-08,Montr̩al,QC,45.6,-73.6,5.0,,5749.0
2020-09-08,Appleton,WI,44.3,-88.4,2.0,,5750.0
2020-09-08,Hulbert,OK,35.9,-95.2,1.0,,5751.0
2020-09-08,Owasso,OK,36.3,-95.8,1.0,,5752.0
2020-09-08,Ansonia,CT,41.3,-73.1,1.0,,5753.0
2020-09-08,Columbus,OH,40.0,-83.0,1.0,,5754.0
2020-09-08,Winchendon,MA,42.7,-72.0,2.0,,5755.0
2020-09-08,South Windsor,CT,41.8,-72.5,2.0,,5748.0
2020-09-08,Ada,OK,34.8,-96.7,1.0,,5756.0
2020-09-08,Manchester,MD,39.7,-76.8,1.0,,5758.0
2020-09-08,Meredith,NH,43.7,-71.5,16.0,,5759.0
2020-09-08,Bruneau,ID,42.9,-115.9,1.0,,5760.0
2020-09-08,Plano,TX,33.0,-96.7,1.0,,5761.0
2020-09-08,Monmouth Beach,NJ,40.3,-74.0,1.0,,5762.0
2020-09-08,Saint Albans,ME,44.9,-69.4,1.0,,5763.0
2020-09-08,Sparta,MI,43.2,-85.6,1.0,,5764.0
2020-09-08,Lakeshore,ON,42.3,-82.7,8.0,,5757.0
2020-09-08,Tonawanda,NY,43.0,-78.8,1.0,,5765.0
2020-09-08,Lykens,PA,40.6,-76.7,1.0,,5747.0
2020-09-08,Lubbock,TX,33.6,-101.9,1.0,,5745.0
2020-09-08,Media,PA,39.9,-75.4,0.0,,5728.0
2020-09-08,New Ringgold,PA,40.6,-76.0,1.0,,5729.0
2020-09-08,Harrisville,MI,44.6,-83.3,1.0,,5730.0
2020-09-08,South China,ME,44.5,-69.5,1.0,,5731.0
2020-09-08,Morgantown,WV,39.6,-80.0,20.0,,5732.0
2020-09-08,Ooltewah,TN,35.1,-85.1,1.0,,5734.0
2020-09-08,Shefford,QC,45.4,-72.6,2.0,,5735.0
2020-09-08,Norman,OK,35.2,-97.4,1.0,,5746.0
2020-09-08,Las Cruces,NM,32.5,-106.9,1.0,,5736.0
2020-09-08,Tulsa,OK,36.2,-96.0,1.0,,5738.0
2020-09-08,Tulsa,OK,36.2,-96.1,3.0,,5739.0
2020-09-08,Kingston,NY,42.0,-74.0,1.0,,5740.0
2020-09-08,North Bend,PA,41.3,-77.7,5.0,,5741.0
2020-09-08,Jordan,NY,43.1,-76.5,1.0,,5742.0
2020-09-08,Town of Medway,MA,42.2,-71.4,1.0,,5743.0
2020-09-08,Beachwood,OH,41.5,-81.5,2.0,,5744.0
2020-09-08,Wilmington,VT,42.9,-72.9,5.0,,5737.0
2020-09-08,Madison,AL,34.7,-86.8,3.0,,5766.0
2020-09-08,Eldon,MO,38.3,-92.6,7.0,,5733.0
2020-09-08,Inman,SC,35.0,-82.0,4.0,,5768.0
2020-09-08,Wake Forest,NC,36.0,-78.5,3.0,,5789.0
2020-09-08,Auburn,MA,42.2,-71.8,1.0,,5790.0
2020-09-08,Kingston,NY,42.0,-74.0,1.0,,5791.0
2020-09-08,Buffalo,NY,42.9,-78.8,1.0,,5792.0
2020-09-08,Queens,NS,44.0,-64.8,1.0,,5793.0
2020-09-08,Edmond,OK,35.7,-97.5,5.0,,5794.0
2020-09-08,Annapolis,MD,38.9,-76.5,1.0,,5795.0
2020-09-08,Baltimore,MD,39.4,-76.6,1.0,,5788.0
2020-09-08,Stroudsburg,PA,41.0,-75.2,3.0,,5796.0
2020-09-08,Buffalo,NY,42.9,-78.8,2.0,,5799.0
2020-09-08,Decatur,IL,39.8,-89.0,1.0,,5800.0
2020-09-08,Newton,NJ,41.1,-74.8,7.0,,5801.0
2020-09-08,Lac-Sup̩rieur,QC,46.3,-74.5,1.0,,5803.0
2020-09-08,Bethesda,MD,39.0,-77.1,1.0,,5804.0
2020-09-08,Boerne,TX,29.8,-98.7,1.0,,5805.0
2020-09-08,Kawartha Lakes,ON,44.6,-79.0,1.0,,5767.0
2020-09-08,Corpus Christi,TX,27.8,-97.4,1.0,,5798.0
2020-09-08,Tulsa,OK,36.1,-95.9,1.0,,5787.0
2020-09-08,Oklahoma City,OK,35.5,-97.6,1.0,,5802.0
2020-09-08,Saint Paul,MN,44.9,-93.1,1.0,,5785.0
2020-09-08,Newburgh,IN,37.9,-87.4,1.0,,5786.0
2020-09-08,Lilburn,GA,33.8,-84.1,1.0,,5770.0
2020-09-08,Hammond,IN,41.6,-87.5,7.0,,5772.0
2020-09-08,Crawfordville,FL,30.1,-84.1,3.0,,5773.0
2020-09-08,Grand Rapids,MI,43.0,-85.7,3.0,,5774.0
2020-09-08,Saint Peters,MO,38.8,-90.6,1.0,,5775.0
2020-09-08,Dunbarton,NH,43.1,-71.6,1.0,,5776.0
2020-09-08,Denver,CO,39.7,-104.9,1.0,,5771.0
2020-09-08,Fredericksburg,VA,38.3,-77.5,1.0,,5778.0
2020-09-08,Biggers,AR,36.4,-90.8,1.0,,5784.0
2020-09-08,Big Indian,NY,42.1,-74.5,1.0,,5777.0
2020-09-08,Saint Louis,MO,38.5,-90.3,2.0,,5783.0
2020-09-08,East Hampstead,NH,42.9,-71.1,1.0,,5782.0
2020-09-08,Westerville,OH,40.1,-82.9,5.0,,5769.0
2020-09-08,Madison,OH,41.8,-81.0,21.0,,5781.0
2020-09-08,Adamsville,OH,40.1,-81.9,5.0,,5780.0
2020-09-08,Wappingers Falls,NY,41.6,-73.9,1.0,,5779.0
2020-09-09,Swampscott,MA,42.5,-70.9,1.0,,5678.0
2020-09-09,Newburgh,IN,37.9,-87.4,4.0,,5679.0
2020-09-09,Evansville,IN,38.0,-87.6,4.0,,5680.0
2020-09-09,Columbus,OH,40.0,-83.0,2.0,,5681.0
2020-09-09,Utica,IL,41.4,-89.0,2.0,,5682.0
2020-09-09,Glen,NH,44.1,-71.2,4.0,,5683.0
2020-09-09,Morgantown,WV,39.6,-80.0,13.0,,5684.0
2020-09-09,Campobello,SC,35.1,-82.2,2.0,,5685.0
2020-09-09,Wolfeboro,NH,43.7,-71.2,25.0,,5686.0
2020-09-09,New York,NY,40.7,-74.0,4.0,,5688.0
2020-09-09,Tillson,NY,41.8,-74.1,3.0,,5689.0
2020-09-09,Ooltewah,TN,35.1,-85.1,1.0,,5691.0
2020-09-09,Henderson,KY,37.8,-87.6,2.0,,5677.0
2020-09-09,Winchendon,MA,42.7,-72.0,3.0,,5690.0
2020-09-09,New York,NY,40.7,-74.0,4.0,,5687.0
2020-09-09,Reston,VA,39.0,-77.3,1.0,,5669.0
2020-09-09,Harrisville,MI,44.7,-83.3,7.0,,5675.0
2020-09-09,Broken Arrow,OK,36.1,-95.8,2.0,,5674.0
2020-09-09,Kingston,NY,42.0,-74.0,2.0,,5673.0
2020-09-09,Macedonia,OH,41.3,-81.5,2.0,,5672.0
2020-09-09,Carthage,MO,37.2,-94.3,1.0,,5671.0
2020-09-09,Grand Prairie,TX,32.6,-97.0,1.0,,5670.0
2020-09-09,Bliss,NY,42.6,-78.3,4.0,,5668.0
2020-09-09,O Fallon,MO,38.8,-90.7,3.0,,5667.0
2020-09-09,Crestwood,KY,38.3,-85.5,1.0,,5666.0
2020-09-09,Biggers,AR,36.4,-90.8,2.0,,5665.0
2020-09-09,Cleveland,OH,41.4,-81.8,6.0,,5664.0
2020-09-09,Calera,AL,33.2,-86.8,2.0,,5663.0
2020-09-09,Richmond,IN,39.8,-84.9,1.0,,5692.0
2020-09-09,Mansfield,OH,40.8,-82.5,1.0,,5662.0
2020-09-09,Macedonia,OH,41.3,-81.5,1.0,,5676.0
2020-09-09,Morristown,NJ,40.8,-74.4,11.0,,5693.0
2020-09-09,Washington,DC,39.0,-77.0,1.0,,5713.0
2020-09-09,Alton,NH,43.5,-71.2,5.0,,5695.0
2020-09-09,Westpoint,IN,40.3,-87.0,4.0,,5660.0
2020-09-09,Media,PA,39.9,-75.4,0.0,,5727.0
2020-09-09,Winnipeg,MB,49.9,-97.2,1.0,,5726.0
2020-09-09,Athens,GA,34.0,-83.4,1.0,,5725.0
2020-09-09,Midland,TX,32.0,-102.1,1.0,,5724.0
2020-09-09,Paducah,KY,37.1,-88.7,3.0,,5723.0
2020-09-09,Shawnee,KS,39.0,-94.7,1.0,,5722.0
2020-09-09,Washington,DC,38.9,-77.0,1.0,,5721.0
2020-09-09,Salvisa,KY,37.9,-84.8,2.0,,5720.0
2020-09-09,Sparta,MI,43.2,-85.6,1.0,,5719.0
2020-09-09,Chicago,IL,41.9,-87.6,12.0,,5718.0
2020-09-09,Edmond,OK,35.6,-97.5,2.0,,5717.0
2020-09-09,Northfield,OH,41.3,-81.6,2.0,,5716.0
2020-09-09,Plano,TX,33.0,-96.7,2.0,,5715.0
2020-09-09,Mount Pleasant,TX,33.2,-95.0,1.0,,5714.0
2020-09-09,Indianapolis,IN,39.7,-86.1,2.0,,5712.0
2020-09-09,Center Barnstead,NH,43.4,-71.3,2.0,,5711.0
2020-09-09,Waterloo,QC,45.3,-72.5,1.0,,5696.0
2020-09-09,Hagerstown,MD,39.6,-77.7,1.0,,5697.0
2020-09-09,Prairie Grove,AR,35.9,-94.3,2.0,,5698.0
2020-09-09,Pineville,NC,35.1,-80.9,1.0,,5699.0
2020-09-09,Tulsa,OK,36.2,-96.0,3.0,,5700.0
2020-09-09,Kensington,MD,39.0,-77.1,1.0,,5701.0
2020-09-09,Kindred,ND,46.6,-97.0,1.0,,5694.0
2020-09-09,Phoenixville,PA,40.1,-75.5,2.0,,5702.0
2020-09-09,Searsport,ME,44.5,-68.9,1.0,,5704.0
2020-09-09,Barrington,RI,41.7,-71.3,1.0,,5706.0
2020-09-09,Cape May,NJ,38.9,-74.9,1.0,,5707.0
2020-09-09,Louisville,KY,38.1,-85.9,3.0,,5708.0
2020-09-09,Rosholt,SD,45.9,-96.7,2.0,,5709.0
2020-09-09,Carthage,MO,37.2,-94.3,1.0,,5710.0
2020-09-09,Champaign,IL,40.1,-88.2,1.0,,5703.0
2020-09-09,Hammond,IN,41.6,-87.5,1.0,,5661.0
2020-09-09,Bishopville,MD,38.4,-75.1,5.0,,5705.0
2020-09-10,Saint Louis,MO,38.5,-90.3,2.0,,5598.0
2020-09-10,Waterloo,QC,45.3,-72.5,1.0,,5607.0
2020-09-10,Minneapolis,MN,45.0,-93.2,1.0,,5608.0
2020-09-10,Cleveland,OH,41.4,-81.8,1.0,,5609.0
2020-09-10,Brooklyn,NY,40.7,-74.0,2.0,,5610.0
2020-09-10,Louisville,KY,38.1,-85.9,2.0,,5611.0
2020-09-10,Manassas,VA,38.7,-77.4,1.0,,5613.0
2020-09-10,Glen,NH,44.1,-71.2,3.0,,5606.0
2020-09-10,Kirby,VT,44.5,-72.0,1.0,,5614.0
2020-09-10,Ooltewah,TN,35.1,-85.1,1.0,,5616.0
2020-09-10,Harrisville,MI,44.7,-83.3,4.0,,5617.0
2020-09-10,Lincoln,ON,43.2,-79.5,5.0,,5618.0
2020-09-10,Prairie Grove,AR,35.9,-94.3,3.0,,5619.0
2020-09-10,Loveland,OH,39.3,-84.2,4.0,,5620.0
2020-09-10,Stearns,KY,36.8,-84.6,1.0,,5621.0
2020-09-10,Meredith,NH,43.7,-71.5,6.0,,5615.0
2020-09-10,Bliss,NY,42.6,-78.3,1.0,,5605.0
2020-09-10,Cleveland,OH,41.6,-81.6,52.0,,5604.0
2020-09-10,Mannsville,NY,43.7,-76.2,3.0,,5603.0
2020-09-10,Mcveytown,PA,40.5,-77.8,0.0,,5587.0
2020-09-10,Media,PA,39.9,-75.4,2.0,,5588.0
2020-09-10,York,PA,39.9,-76.7,1.0,,5589.0
2020-09-10,Prairie Grove,AR,35.9,-94.3,1.0,,5590.0
2020-09-10,Syracuse,NY,43.0,-76.2,2.0,,5591.0
2020-09-10,Norristown,PA,40.1,-75.3,1.0,,5592.0
2020-09-10,Saint Louis,MO,38.5,-90.3,1.0,,5593.0
2020-09-10,Syracuse,NY,43.0,-76.2,2.0,,5594.0
2020-09-10,Saint Louis,MO,38.5,-90.3,1.0,,5595.0
2020-09-10,Chapel Hill,NC,35.9,-79.0,1.0,,5596.0
2020-09-10,Saint Louis,MO,38.5,-90.3,1.0,,5597.0
2020-09-10,Chesapeake,VA,36.9,-76.4,1.0,,5599.0
2020-09-10,Windsor,VA,36.8,-76.7,3.0,,5600.0
2020-09-10,Mansfield,OH,40.8,-82.5,1.0,,5601.0
2020-09-10,Rochester,IN,41.0,-86.2,1.0,,5602.0
2020-09-10,Waynesville,OH,39.5,-84.1,4.0,,5622.0
2020-09-10,Davis,WV,39.2,-79.4,4.0,,5623.0
2020-09-10,Louisville,KY,38.1,-85.9,1.0,,5612.0
2020-09-10,Town of Oswego,NY,43.4,-76.5,2.0,,5625.0
2020-09-10,Manchester,NH,43.0,-71.5,1.0,,5645.0
2020-09-10,Tay Valley,ON,44.8,-76.2,1.0,,5646.0
2020-09-10,Saint-Hyacinthe,QC,45.6,-72.8,4.0,,5647.0
2020-09-10,Harpers Ferry,WV,39.2,-77.8,1.0,,5648.0
2020-09-10,Syracuse,NY,43.0,-76.2,2.0,,5649.0
2020-09-10,Ebensburg,PA,40.5,-78.7,1.0,,5650.0
2020-09-10,Ebensburg,PA,40.5,-78.7,1.0,,5651.0
2020-09-10,Fort Leavenworth,KS,39.4,-94.9,2.0,,5652.0
2020-09-10,Burlington,ON,43.4,-79.8,6.0,,5624.0
2020-09-10,Syracuse,NY,43.0,-76.2,2.0,,5654.0
2020-09-10,Northfield,OH,41.3,-81.6,3.0,,5655.0
2020-09-10,Syracuse,NY,43.0,-76.2,2.0,,5656.0
2020-09-10,Westpoint,IN,40.3,-87.0,2.0,,5657.0
2020-09-10,Cincinnati,OH,39.3,-84.4,1.0,,5658.0
2020-09-10,Dayton,OH,39.8,-84.1,6.0,,5659.0
2020-09-10,Ottawa,ON,45.4,-75.8,1.0,,5644.0
2020-09-10,Tulsa,OK,36.2,-96.0,3.0,,5643.0
2020-09-10,Syracuse,NY,43.0,-76.2,2.0,,5653.0
2020-09-10,Cookville,TX,33.2,-94.8,2.0,,5641.0
2020-09-10,La Fayette,NY,42.9,-76.1,1.0,,5642.0
2020-09-10,Chicago,IL,41.9,-87.6,3.0,,5626.0
2020-09-10,Columbus,OH,40.0,-83.0,2.0,,5627.0
2020-09-10,Columbus,OH,40.0,-83.0,1.0,,5628.0
2020-09-10,Columbus,OH,40.0,-83.0,1.0,,5629.0
2020-09-10,Goderich,ON,43.7,-81.7,5.0,,5631.0
2020-09-10,Baton Rouge,LA,30.4,-91.1,1.0,,5632.0
2020-09-10,Mankato,MN,44.2,-93.9,13.0,,5633.0
2020-09-10,Columbus,OH,40.0,-83.0,1.0,,5630.0
2020-09-10,Hinsdale,IL,41.8,-87.9,1.0,,5635.0
2020-09-10,Waterbury Center,VT,44.4,-72.7,1.0,,5636.0
2020-09-10,Pascagoula,MS,30.3,-88.6,1.0,,5637.0
2020-09-10,Saint Paul,MN,45.0,-93.0,1.0,,5638.0
2020-09-10,Schroon Lake,NY,43.8,-73.8,20.0,,5639.0
2020-09-10,Cohocton,NY,42.4,-77.6,4.0,,5634.0
2020-09-10,Kawartha Lakes,ON,44.4,-78.7,1.0,,5640.0
2020-09-11,Mission Hill,SD,43.0,-97.3,1.0,,5518.0
2020-09-11,Stratford,CT,41.2,-73.1,12.0,,5517.0
2020-09-11,Waterloo,QC,45.3,-72.5,1.0,,5516.0
2020-09-11,Cedar Park,TX,30.5,-97.8,1.0,,5515.0
2020-09-11,Bethesda,MD,38.9,-77.1,1.0,,5512.0
2020-09-11,Bowie,MD,39.0,-76.7,1.0,,5513.0
2020-09-11,Lakewood,OH,41.5,-81.8,2.0,,5519.0
2020-09-11,Winston Salem,NC,36.1,-80.2,10.0,,5510.0
2020-09-11,Fennville,MI,42.6,-86.2,5.0,,5511.0
2020-09-11,Birmingham,AL,33.3,-86.9,2.0,,5514.0
2020-09-11,Antioch,IL,42.4,-88.1,1.0,,5520.0
2020-09-11,New Cumberland,PA,40.2,-76.9,1.0,,5529.0
2020-09-11,Wake Forest,NC,36.0,-78.5,1.0,,5522.0
2020-09-11,Harrisville,MI,44.7,-83.3,3.0,,5523.0
2020-09-11,Meredith,NH,43.7,-71.5,6.0,,5524.0
2020-09-11,Halifax,NS,44.6,-63.5,1.0,,5525.0
2020-09-11,Lambertville,NJ,40.4,-74.9,1.0,,5526.0
2020-09-11,Town of Arcade,NY,42.6,-78.4,2.0,,5527.0
2020-09-11,Ooltewah,TN,35.1,-85.1,1.0,,5528.0
2020-09-11,Minneapolis,MN,44.9,-93.3,1.0,,5530.0
2020-09-11,Salt Rock,WV,38.3,-82.2,1.0,,5531.0
2020-09-11,Huntington,WV,38.4,-82.4,1.0,,5509.0
2020-09-11,Hooksett,NH,43.0,-71.4,3.0,,5532.0
2020-09-11,Kawartha Lakes,ON,44.3,-78.9,1.0,,5521.0
2020-09-11,Barnhart,MO,38.3,-90.4,1.0,,5508.0
2020-09-11,South Milwaukee,WI,42.9,-87.9,5.0,,5495.0
2020-09-11,Tweed,ON,44.5,-77.3,46.0,,5506.0
2020-09-11,Town of Liberty Grove,WI,45.3,-87.0,1.0,,5533.0
2020-09-11,Chicago,IL,41.9,-87.6,1.0,,5483.0
2020-09-11,Earleville,MD,39.4,-76.0,2.0,,5484.0
2020-09-11,Shuniah,ON,48.5,-89.0,1.0,,5485.0
2020-09-11,Wylie,TX,33.0,-96.5,2.0,,5486.0
2020-09-11,Hillsborough,NC,36.1,-79.1,1.0,,5487.0
2020-09-11,Isle Au Haut,ME,44.1,-68.6,2.0,,5488.0
2020-09-11,Chicago,IL,41.7,-87.7,1.0,,5489.0
2020-09-11,Manheim,PA,40.2,-76.4,1.0,,5490.0
2020-09-11,Flagtown,NJ,40.5,-74.7,1.0,,5491.0
2020-09-11,Mankato,MN,44.2,-94.0,1.0,,5492.0
2020-09-11,Flagtown,NJ,40.5,-74.7,3.0,,5493.0
2020-09-11,Comstock Twp,MI,42.3,-85.5,1.0,,5494.0
2020-09-11,Toms River,NJ,40.0,-74.2,1.0,,5496.0
2020-09-11,Pequot Lakes,MN,46.7,-94.2,1.0,,5497.0
2020-09-11,Bedford,NH,42.9,-71.6,1.0,,5498.0
2020-09-11,Augusta,GA,33.5,-82.2,1.0,,5499.0
2020-09-11,Annapolis,MD,38.9,-76.5,1.0,,5500.0
2020-09-11,Dallas,TX,32.8,-96.7,1.0,,5501.0
2020-09-11,Melrose,NY,42.8,-73.6,1.0,,5502.0
2020-09-11,Monticello,AR,33.5,-91.8,4.0,,5503.0
2020-09-11,Auburn,NH,43.0,-71.3,2.0,,5504.0
2020-09-11,Washington,DC,39.0,-77.0,4.0,,5505.0
2020-09-11,La Crosse,WI,43.8,-91.1,1.0,,5507.0
2020-09-11,Cibolo,TX,29.6,-98.2,1.0,,5534.0
2020-09-11,Grosse Pointe,MI,42.4,-82.9,2.0,,5541.0
2020-09-11,Burgaw,NC,34.6,-77.9,1.0,,5536.0
2020-09-11,Lancaster,PA,40.0,-76.3,1.0,,5564.0
2020-09-11,Henrico,VA,37.6,-77.6,1.0,,5565.0
2020-09-11,Carlisle,PA,40.2,-77.2,5.0,,5566.0
2020-09-11,Scugog,ON,44.2,-78.8,11.0,,5567.0
2020-09-11,Poultney,VT,43.5,-73.2,1.0,,5568.0
2020-09-11,Murrells Inlet,SC,33.6,-79.1,4.0,,5569.0
2020-09-11,North Canton,OH,40.9,-81.5,2.0,,5570.0
2020-09-11,Atlanta,GA,33.9,-84.3,2.0,,5571.0
2020-09-11,North Canton,OH,40.9,-81.5,2.0,,5572.0
2020-09-11,North Canton,OH,40.9,-81.5,2.0,,5573.0
2020-09-11,North Canton,OH,40.9,-81.5,2.0,,5574.0
2020-09-11,Blue Ridge,VA,37.4,-79.8,1.0,,5576.0
2020-09-11,Blue Ridge,VA,37.4,-79.8,1.0,,5577.0
2020-09-11,Westpoint,IN,40.3,-87.0,3.0,,5578.0
2020-09-11,Hammond,IN,41.6,-87.5,35.0,,5579.0
2020-09-11,Hebron,IN,41.3,-87.3,1.0,,5580.0
2020-09-11,Hebron,IN,41.3,-87.3,1.0,,5581.0
2020-09-11,Merrillville,IN,41.5,-87.3,1.0,,5582.0
2020-09-11,Hammond,IN,41.6,-87.5,1.0,,5583.0
2020-09-11,Highland,IN,41.6,-87.5,1.0,,5584.0
2020-09-11,Las Cruces,NM,32.3,-106.8,1.0,,5585.0
2020-09-11,Media,PA,39.9,-75.4,0.0,,5586.0
2020-09-11,Chicago,IL,41.9,-87.6,10.0,,5535.0
2020-09-11,Fairhope,AL,30.5,-87.9,1.0,,5563.0
2020-09-11,Brownville,NY,44.0,-76.0,2.0,,5562.0
2020-09-11,Chincoteague Island,VA,38.0,-75.3,2.0,,5575.0
2020-09-11,Clayton,MO,38.6,-90.3,2.0,,5560.0
2020-09-11,Rockville,MD,39.1,-77.1,2.0,,5537.0
2020-09-11,Burlington,ON,43.3,-79.8,1.0,,5561.0
2020-09-11,Mohawk,MI,47.4,-87.9,1.0,,5538.0
2020-09-11,Fairfield,PA,39.8,-77.4,1.0,,5539.0
2020-09-11,Tyaskin,MD,38.3,-75.9,2.0,,5540.0
2020-09-11,North Canton,OH,40.9,-81.5,2.0,,5542.0
2020-09-11,Morgantown,WV,39.6,-80.0,6.0,,5543.0
2020-09-11,Hinsdale,IL,41.8,-87.9,1.0,,5545.0
2020-09-11,Town of Hancock,WI,44.1,-89.5,1.0,,5546.0
